Length,Date,Diameter,Degree,Thickness,Criteria,Original Thickness,Thickness_Difference
23,01/01/2022,20,32,3.3604235018806534,Pass,6,2.6395764981193466
14,01/01/2025,20,299,0.7599321905616954,Fail,6,5.240067809438305
0,01/01/2024,20,136,1.7964566778272149,Warn,6,4.203543322172785
14,01/01/2021,20,3,4.059567425237108,Pass,6,1.940432574762892
36,01/01/2021,20,19,4.243482524545624,Pass,6,1.756517475454376
29,01/01/2024,20,313,1.830155158223719,Warn,6,4.169844841776281
15,01/01/2020,20,24,5.076426534427847,Pass,6,0.9235734655721536
25,01/01/2024,20,94,1.92463832833078,Warn,6,4.07536167166922
16,01/01/2023,20,356,2.9231871356375567,Pass,6,3.0768128643624437
4,01/01/2023,20,11,2.7106319887915493,Pass,6,3.2893680112084507
45,01/01/2023,20,196,2.1272410428672623,Warn,6,3.8727589571327377
36,01/01/2022,20,160,3.3232031565797566,Pass,6,2.676796843420244
23,01/01/2025,20,204,0.4777443188568675,Fail,6,5.5222556811431325
37,01/01/2022,20,71,3.723498163442484,Pass,6,2.2765018365575163
23,01/01/2025,20,140,0.0628527385725004,Fail,6,5.9371472614275
31,01/01/2020,20,217,5.626678482939052,Pass,6,0.3733215170609476
39,01/01/2024,20,110,1.1414543065142606,Warn,6,4.858545693485739
6,01/01/2024,20,193,1.9145302008142264,Warn,6,4.085469799185773
5,01/01/2024,20,253,1.8754303566953672,Warn,6,4.124569643304633
18,01/01/2021,20,206,4.619315318249678,Pass,6,1.3806846817503224
32,01/01/2020,20,26,5.315568131762094,Pass,6,0.6844318682379056
17,01/01/2021,20,97,4.1875576984059535,Pass,6,1.8124423015940463
1,01/01/2021,20,10,4.528561046822335,Pass,6,1.4714389531776648
13,01/01/2020,20,298,5.577468202041065,Pass,6,0.4225317979589347
38,01/01/2021,20,299,4.599420823571387,Pass,6,1.4005791764286126
28,01/01/2025,20,14,0.0243133538297746,Fail,6,5.975686646170225
7,01/01/2020,20,56,5.079264287891314,Pass,6,0.9207357121086864
11,01/01/2020,20,313,5.341886922054804,Pass,6,0.6581130779451962
37,01/01/2024,20,144,1.5722084459421852,Warn,6,4.427791554057815
3,01/01/2020,20,194,5.379224395224598,Pass,6,0.6207756047754023
28,01/01/2022,20,132,3.3200568237875565,Pass,6,2.6799431762124435
42,01/01/2022,20,274,3.2935052045169115,Pass,6,2.7064947954830885
11,01/01/2023,20,251,2.125704005039813,Warn,6,3.874295994960187
11,01/01/2022,20,157,3.230784671205898,Pass,6,2.769215328794102
32,01/01/2022,20,78,3.350783258709929,Pass,6,2.649216741290071
26,01/01/2022,20,31,3.0830063457447148,Pass,6,2.916993654255285
25,01/01/2020,20,23,5.425768826410667,Pass,6,0.5742311735893333
24,01/01/2022,20,12,3.428294255204728,Pass,6,2.5717057447952723
37,01/01/2023,20,79,2.8619086884378757,Pass,6,3.1380913115621247
30,01/01/2023,20,299,2.971868628058078,Pass,6,3.028131371941922
18,01/01/2025,20,20,0.4199983014771522,Fail,6,5.580001698522848
0,01/01/2024,20,338,1.919924041954312,Warn,6,4.080075958045688
2,01/01/2023,20,32,2.308447998453926,Warn,6,3.691552001546074
23,01/01/2023,20,202,2.993193101807869,Pass,6,3.0068068981921314
27,01/01/2020,20,171,5.50856025296731,Pass,6,0.4914397470326896
46,01/01/2021,20,202,4.257779391792646,Pass,6,1.7422206082073544
7,01/01/2022,20,186,3.940944791869457,Pass,6,2.059055208130543
19,01/01/2025,20,209,0.3932607370895811,Fail,6,5.606739262910419
44,01/01/2023,20,42,2.1850950652551004,Warn,6,3.8149049347449
42,01/01/2023,20,204,2.3133416331573047,Warn,6,3.6866583668426953
19,01/01/2024,20,128,1.46051751441843,Warn,6,4.53948248558157
40,01/01/2024,20,225,1.6637243689724883,Warn,6,4.336275631027512
35,01/01/2024,20,152,1.8100582354761103,Warn,6,4.18994176452389
42,01/01/2024,20,284,1.5626497880892585,Warn,6,4.437350211910742
35,01/01/2020,20,308,5.307700975260905,Pass,6,0.6922990247390954
8,01/01/2020,20,76,5.763561027217175,Pass,6,0.2364389727828246
10,01/01/2020,20,315,5.461839928931218,Pass,6,0.5381600710687824
46,01/01/2020,20,182,5.336328490172388,Pass,6,0.663671509827612
39,01/01/2023,20,173,2.240972163967615,Warn,6,3.759027836032385
46,01/01/2022,20,232,3.376673442117976,Pass,6,2.6233265578820246
22,01/01/2020,20,126,5.274173278596113,Pass,6,0.7258267214038874
49,01/01/2022,20,122,3.2814075532882034,Pass,6,2.718592446711797
4,01/01/2021,20,66,4.825450039776963,Pass,6,1.174549960223037
43,01/01/2022,20,38,3.8884533280703497,Pass,6,2.1115466719296503
24,01/01/2025,20,60,0.3648520272129456,Fail,6,5.635147972787054
5,01/01/2022,20,137,3.055973314951717,Pass,6,2.944026685048283
42,01/01/2024,20,215,1.1972974743852056,Warn,6,4.802702525614794
0,01/01/2022,20,184,3.789334494066273,Pass,6,2.2106655059337275
36,01/01/2024,20,154,1.7349266165533956,Warn,6,4.265073383446604
4,01/01/2023,20,332,2.205287884354261,Warn,6,3.794712115645739
8,01/01/2025,20,199,0.5926273039280909,Fail,6,5.407372696071909
17,01/01/2025,20,235,0.0098655355478554,Fail,6,5.990134464452145
8,01/01/2022,20,233,3.180021267302896,Pass,6,2.8199787326971046
20,01/01/2022,20,347,3.677641836702288,Pass,6,2.3223581632977126
41,01/01/2022,20,125,3.5060045524718326,Pass,6,2.493995447528168
23,01/01/2025,20,264,0.0121289331331606,Fail,6,5.987871066866839
31,01/01/2022,20,125,3.858351944565369,Pass,6,2.141648055434631
13,01/01/2020,20,354,5.705674932785834,Pass,6,0.2943250672141664
44,01/01/2021,20,287,4.20612055579989,Pass,6,1.79387944420011
28,01/01/2024,20,352,1.826342676276493,Warn,6,4.173657323723507
49,01/01/2023,20,355,2.9791884243582176,Pass,6,3.0208115756417824
49,01/01/2024,20,342,1.8349925638239208,Warn,6,4.165007436176079
3,01/01/2022,20,244,3.9339458126404985,Pass,6,2.066054187359501
11,01/01/2023,20,116,2.785607891728798,Pass,6,3.214392108271202
16,01/01/2025,20,298,0.2155697125284277,Fail,6,5.784430287471572
35,01/01/2025,20,43,0.3552126577585017,Fail,6,5.644787342241498
30,01/01/2022,20,49,3.645303585673693,Pass,6,2.354696414326307
40,01/01/2021,20,288,4.026257195202287,Pass,6,1.9737428047977128
17,01/01/2020,20,205,5.339378416423809,Pass,6,0.6606215835761908
37,01/01/2021,20,197,4.103925043404475,Pass,6,1.896074956595525
5,01/01/2023,20,163,2.3151703111442563,Warn,6,3.684829688855744
3,01/01/2022,20,158,3.2272155038230004,Pass,6,2.772784496177
48,01/01/2020,20,150,5.06668578027281,Pass,6,0.9333142197271904
22,01/01/2022,20,180,3.668961354962613,Pass,6,2.3310386450373874
29,01/01/2023,20,57,2.0660485303209084,Warn,6,3.933951469679092
6,01/01/2025,20,70,0.38690340146624,Fail,6,5.61309659853376
30,01/01/2023,20,128,2.817861192717917,Pass,6,3.182138807282083
23,01/01/2020,20,123,5.275417733317274,Pass,6,0.7245822666827264
37,01/01/2021,20,320,4.926555243991157,Pass,6,1.0734447560088434
40,01/01/2024,20,212,1.331398379840255,Warn,6,4.668601620159745
28,01/01/2022,20,105,3.136445959215523,Pass,6,2.863554040784477
28,01/01/2022,20,336,3.9583050204881074,Pass,6,2.0416949795118926
27,01/01/2024,20,315,1.254636786175734,Warn,6,4.745363213824266
49,01/01/2020,20,332,5.192275237437402,Pass,6,0.8077247625625983
20,01/01/2023,20,149,2.602198386539529,Pass,6,3.397801613460471
32,01/01/2023,20,131,2.402408046698371,Warn,6,3.597591953301629
28,01/01/2023,20,264,2.5894495989134585,Pass,6,3.410550401086541
11,01/01/2023,20,64,2.318752811277413,Warn,6,3.681247188722587
42,01/01/2022,20,355,3.0477108933880297,Pass,6,2.9522891066119703
35,01/01/2022,20,135,3.0036044840914267,Pass,6,2.9963955159085733
39,01/01/2025,20,233,0.4417879948708014,Fail,6,5.558212005129199
8,01/01/2023,20,246,2.917362226384582,Pass,6,3.082637773615418
13,01/01/2023,20,160,2.9197613418807524,Pass,6,3.080238658119248
23,01/01/2023,20,231,2.561672790088706,Pass,6,3.438327209911294
27,01/01/2020,20,112,5.743551692277645,Pass,6,0.2564483077223549
12,01/01/2020,20,226,5.251394034791735,Pass,6,0.7486059652082648
40,01/01/2025,20,191,0.5834546790261239,Fail,6,5.416545320973876
8,01/01/2024,20,88,1.301260000629706,Warn,6,4.698739999370294
7,01/01/2025,20,21,0.0155709939576738,Fail,6,5.984429006042326
29,01/01/2021,20,116,4.948078054445898,Pass,6,1.0519219455541018
45,01/01/2020,20,197,5.207988500790647,Pass,6,0.7920114992093534
9,01/01/2020,20,117,5.521174044895279,Pass,6,0.4788259551047211
40,01/01/2020,20,236,5.921465939926439,Pass,6,0.0785340600735606
22,01/01/2025,20,85,0.4773369132703644,Fail,6,5.522663086729636
46,01/01/2023,20,265,2.5582141429735445,Pass,6,3.4417858570264555
42,01/01/2021,20,285,4.718858427501907,Pass,6,1.2811415724980932
43,01/01/2020,20,108,5.249513824534849,Pass,6,0.7504861754651513
40,01/01/2024,20,58,1.6249177872154146,Warn,6,4.375082212784585
33,01/01/2023,20,42,2.097626495617371,Warn,6,3.902373504382629
3,01/01/2024,20,120,1.0472259998605118,Warn,6,4.952774000139488
25,01/01/2020,20,84,5.659631029467348,Pass,6,0.3403689705326522
33,01/01/2023,20,346,2.616542622269914,Pass,6,3.3834573777300854
43,01/01/2025,20,198,0.4980656381397184,Fail,6,5.501934361860282
6,01/01/2021,20,235,4.1682744184883695,Pass,6,1.8317255815116305
3,01/01/2022,20,260,3.699475937925,Pass,6,2.300524062075
1,01/01/2025,20,100,0.3865277246675322,Fail,6,5.613472275332468
14,01/01/2020,20,208,5.558843798006972,Pass,6,0.4411562019930279
47,01/01/2024,20,94,1.5400844019803444,Warn,6,4.459915598019656
49,01/01/2025,20,147,0.306690523817009,Fail,6,5.693309476182991
9,01/01/2020,20,54,5.279891801566813,Pass,6,0.720108198433187
6,01/01/2020,20,275,5.853362450245955,Pass,6,0.146637549754045
6,01/01/2021,20,273,4.632398049785299,Pass,6,1.3676019502147012
15,01/01/2025,20,341,0.653094846474394,Fail,6,5.346905153525606
14,01/01/2025,20,294,0.0125158990235316,Fail,6,5.987484100976468
31,01/01/2024,20,255,1.6320615462305277,Warn,6,4.367938453769472
18,01/01/2022,20,56,3.036911157899125,Pass,6,2.963088842100875
16,01/01/2021,20,206,4.782102669037436,Pass,6,1.2178973309625638
10,01/01/2020,20,124,5.785116577528255,Pass,6,0.214883422471745
22,01/01/2023,20,230,2.9362588187860093,Pass,6,3.0637411812139907
13,01/01/2025,20,246,0.2026793903287256,Fail,6,5.797320609671274
25,01/01/2023,20,326,2.2775272251935004,Warn,6,3.7224727748065
38,01/01/2022,20,47,3.037525396448037,Pass,6,2.9624746035519625
26,01/01/2021,20,102,4.669062170835607,Pass,6,1.3309378291643927
33,01/01/2023,20,98,2.8262975619750232,Pass,6,3.1737024380249768
49,01/01/2024,20,198,1.8948036097717715,Warn,6,4.105196390228229
38,01/01/2025,20,13,0.1914608293796016,Fail,6,5.808539170620398
34,01/01/2023,20,99,2.384366381478665,Warn,6,3.6156336185213354
42,01/01/2023,20,62,2.8515899128776585,Pass,6,3.148410087122341
43,01/01/2025,20,312,0.7306433677795727,Fail,6,5.269356632220427
21,01/01/2020,20,33,5.741437081308556,Pass,6,0.2585629186914442
35,01/01/2024,20,24,1.6887017817470449,Warn,6,4.311298218252955
31,01/01/2025,20,150,0.0675147599472243,Fail,6,5.932485240052776
8,01/01/2025,20,136,0.7842123709307964,Fail,6,5.215787629069204
9,01/01/2024,20,194,1.534668020405081,Warn,6,4.465331979594919
16,01/01/2025,20,233,0.2535406811818417,Fail,6,5.746459318818158
37,01/01/2021,20,89,4.814681583572391,Pass,6,1.1853184164276094
19,01/01/2024,20,54,1.8950371264817691,Warn,6,4.104962873518231
44,01/01/2023,20,320,2.0119906660401767,Warn,6,3.9880093339598233
29,01/01/2021,20,288,4.498470493221133,Pass,6,1.5015295067788674
27,01/01/2025,20,143,0.5570494616655415,Fail,6,5.4429505383344585
10,01/01/2020,20,40,5.8484926282980565,Pass,6,0.1515073717019435
15,01/01/2023,20,149,2.104029405740857,Warn,6,3.8959705942591434
17,01/01/2021,20,355,4.3987541865288655,Pass,6,1.6012458134711345
28,01/01/2025,20,225,0.1445135173080043,Fail,6,5.855486482691996
29,01/01/2020,20,34,5.283624602779063,Pass,6,0.7163753972209372
13,01/01/2024,20,184,1.643700556576004,Warn,6,4.356299443423996
25,01/01/2023,20,136,2.4703243013585103,Warn,6,3.5296756986414897
42,01/01/2024,20,163,1.678071863128478,Warn,6,4.321928136871522
35,01/01/2023,20,306,2.275471115600789,Warn,6,3.724528884399211
8,01/01/2020,20,2,5.913012414655554,Pass,6,0.0869875853444464
7,01/01/2021,20,140,4.402785457262801,Pass,6,1.597214542737199
1,01/01/2025,20,56,0.210081489421869,Fail,6,5.789918510578131
49,01/01/2023,20,114,2.4206772764893865,Warn,6,3.579322723510613
30,01/01/2022,20,34,3.860758345793724,Pass,6,2.139241654206276
43,01/01/2021,20,239,4.448594385022762,Pass,6,1.551405614977238
35,01/01/2022,20,118,3.9827809557908704,Pass,6,2.0172190442091296
9,01/01/2020,20,31,5.590402600521777,Pass,6,0.4095973994782227
0,01/01/2023,20,262,2.19163311428322,Warn,6,3.80836688571678
2,01/01/2024,20,270,1.2434413388334304,Warn,6,4.75655866116657
21,01/01/2024,20,314,1.5719637935087365,Warn,6,4.428036206491264
6,01/01/2024,20,53,1.7622240222510577,Warn,6,4.237775977748942
1,01/01/2021,20,245,4.494508999629696,Pass,6,1.505491000370304
38,01/01/2021,20,234,4.619022831255189,Pass,6,1.3809771687448107
46,01/01/2020,20,207,5.593347442566053,Pass,6,0.4066525574339472
13,01/01/2022,20,113,3.9768128554770423,Pass,6,2.023187144522957
21,01/01/2024,20,52,1.6922763607339348,Warn,6,4.307723639266065
42,01/01/2022,20,213,3.984311582877175,Pass,6,2.015688417122825
20,01/01/2021,20,252,4.040751791094902,Pass,6,1.9592482089050984
42,01/01/2024,20,338,1.881304215403788,Warn,6,4.118695784596212
2,01/01/2020,20,357,5.65644484207078,Pass,6,0.3435551579292202
0,01/01/2021,20,102,4.074505293578875,Pass,6,1.9254947064211247
18,01/01/2021,20,38,4.406835691038566,Pass,6,1.593164308961434
33,01/01/2023,20,309,2.7248446196671186,Pass,6,3.275155380332881
36,01/01/2023,20,311,2.583364193712687,Pass,6,3.416635806287313
33,01/01/2024,20,341,1.0893065132012714,Warn,6,4.910693486798729
11,01/01/2023,20,76,2.487226213567358,Warn,6,3.512773786432642
10,01/01/2024,20,141,1.7237145963565652,Warn,6,4.276285403643435
22,01/01/2025,20,309,0.1796655779418277,Fail,6,5.820334422058172
17,01/01/2025,20,214,0.0667112341252975,Fail,6,5.933288765874702
32,01/01/2025,20,47,0.4578347564938729,Fail,6,5.542165243506127
6,01/01/2020,20,241,5.579756324534791,Pass,6,0.4202436754652092
18,01/01/2020,20,43,5.605341501100526,Pass,6,0.3946584988994743
14,01/01/2025,20,206,0.4248582862671783,Fail,6,5.575141713732822
32,01/01/2020,20,54,5.20786533498151,Pass,6,0.79213466501849
38,01/01/2024,20,130,1.3742481452568374,Warn,6,4.625751854743163
41,01/01/2022,20,73,3.8284952968906776,Pass,6,2.1715047031093224
13,01/01/2022,20,22,3.747499745808716,Pass,6,2.2525002541912844
14,01/01/2025,20,174,0.8201139209137356,Fail,6,5.179886079086264
9,01/01/2023,20,321,2.2319387487139624,Warn,6,3.7680612512860376
7,01/01/2021,20,227,4.173552942610401,Pass,6,1.8264470573895988
27,01/01/2021,20,191,4.013479936857552,Pass,6,1.986520063142448
19,01/01/2023,20,68,2.2041258197639824,Warn,6,3.7958741802360176
8,01/01/2020,20,48,5.870767074231722,Pass,6,0.129232925768278
16,01/01/2023,20,138,2.116232156412312,Warn,6,3.883767843587688
20,01/01/2025,20,312,0.3698742037908546,Fail,6,5.630125796209145
18,01/01/2023,20,160,2.7981790570005,Pass,6,3.2018209429995004
20,01/01/2025,20,121,0.3656460562208536,Fail,6,5.634353943779146
5,01/01/2021,20,76,4.404652267865259,Pass,6,1.595347732134741
32,01/01/2021,20,78,4.350783258709929,Pass,6,1.6492167412900711
31,01/01/2024,20,298,1.6398320581129369,Warn,6,4.360167941887063
24,01/01/2025,20,54,0.4623883958528942,Fail,6,5.537611604147106
40,01/01/2021,20,113,4.177094330977358,Pass,6,1.8229056690226424
0,01/01/2020,20,196,5.159340733755708,Pass,6,0.840659266244292
28,01/01/2021,20,241,4.167655237732897,Pass,6,1.8323447622671027
5,01/01/2022,20,268,3.847870155208876,Pass,6,2.152129844791124
7,01/01/2021,20,202,4.979661069256865,Pass,6,1.0203389307431348
46,01/01/2023,20,110,2.3379695994204424,Warn,6,3.6620304005795576
9,01/01/2024,20,199,1.0273873573321248,Warn,6,4.972612642667875
24,01/01/2021,20,30,4.401990240356548,Pass,6,1.5980097596434524
17,01/01/2022,20,341,3.3609584631152467,Pass,6,2.6390415368847533
38,01/01/2025,20,229,0.7682614256092313,Fail,6,5.231738574390769
14,01/01/2025,20,276,0.107825581959986,Fail,6,5.892174418040014
43,01/01/2023,20,276,2.022653031118588,Warn,6,3.977346968881412
25,01/01/2021,20,89,4.739732346179164,Pass,6,1.2602676538208364
17,01/01/2025,20,129,0.4975649163556177,Fail,6,5.502435083644382
47,01/01/2021,20,224,4.978538658263735,Pass,6,1.0214613417362646
2,01/01/2022,20,250,3.990646535893397,Pass,6,2.009353464106603
39,01/01/2024,20,192,1.5488040428859478,Warn,6,4.451195957114052
6,01/01/2025,20,171,0.4881253326196857,Fail,6,5.511874667380314
5,01/01/2023,20,206,2.4549303158931863,Warn,6,3.5450696841068137
37,01/01/2024,20,197,1.103925043404475,Warn,6,4.896074956595525
3,01/01/2023,20,12,2.5483033597279583,Pass,6,3.4516966402720417
39,01/01/2023,20,170,2.6452113581714087,Pass,6,3.3547886418285917
6,01/01/2021,20,84,4.2750578311706136,Pass,6,1.7249421688293864
6,01/01/2025,20,168,0.483646603059829,Fail,6,5.516353396940171
26,01/01/2020,20,49,5.510507086372433,Pass,6,0.4894929136275667
1,01/01/2020,20,265,5.159809550672263,Pass,6,0.8401904493277375
0,01/01/2024,20,293,1.0162217162221865,Warn,6,4.983778283777814
46,01/01/2024,20,359,1.9546802518997577,Warn,6,4.045319748100242
44,01/01/2025,20,287,0.2061205557998899,Fail,6,5.79387944420011
20,01/01/2020,20,2,5.60743839213569,Pass,6,0.3925616078643097
10,01/01/2020,20,48,5.959201335399544,Pass,6,0.0407986646004561
31,01/01/2024,20,186,1.708247998815236,Warn,6,4.291752001184764
27,01/01/2021,20,1,4.64231790573523,Pass,6,1.3576820942647698
15,01/01/2023,20,173,2.722436767563603,Pass,6,3.277563232436397
11,01/01/2021,20,260,4.1616235341041845,Pass,6,1.8383764658958155
47,01/01/2025,20,63,0.5482764798431639,Fail,6,5.451723520156836
40,01/01/2022,20,137,3.844964466696165,Pass,6,2.155035533303836
49,01/01/2020,20,150,5.81491656114027,Pass,6,0.1850834388597304
12,01/01/2024,20,345,1.91302125532466,Warn,6,4.08697874467534
21,01/01/2023,20,298,2.0701331080750727,Warn,6,3.9298668919249273
45,01/01/2022,20,260,3.230095852886824,Pass,6,2.769904147113176
10,01/01/2024,20,279,1.2818821558178968,Warn,6,4.718117844182103
43,01/01/2020,20,42,5.333804593106445,Pass,6,0.6661954068935554
30,01/01/2023,20,307,2.9815192064612344,Pass,6,3.0184807935387656
21,01/01/2022,20,341,3.5639209763991246,Pass,6,2.436079023600876
6,01/01/2022,20,41,3.9478141160946505,Pass,6,2.052185883905349
42,01/01/2024,20,120,1.219676541763877,Warn,6,4.780323458236123
39,01/01/2024,20,141,1.981639673783846,Warn,6,4.018360326216154
18,01/01/2025,20,307,0.6899814670463762,Fail,6,5.310018532953624
23,01/01/2024,20,320,1.809363495225272,Warn,6,4.190636504774728
23,01/01/2021,20,215,4.291510773899649,Pass,6,1.708489226100351
0,01/01/2022,20,128,3.7020095702684506,Pass,6,2.297990429731549
16,01/01/2020,20,193,5.439736973595566,Pass,6,0.5602630264044342
41,01/01/2022,20,321,3.151904732585028,Pass,6,2.848095267414972
12,01/01/2020,20,174,5.059447318712059,Pass,6,0.940552681287941
49,01/01/2023,20,148,2.556104941483836,Pass,6,3.443895058516164
35,01/01/2022,20,164,3.362095736153978,Pass,6,2.637904263846022
31,01/01/2021,20,292,4.267544342560198,Pass,6,1.732455657439802
37,01/01/2021,20,305,4.196838068727691,Pass,6,1.8031619312723093
29,01/01/2020,20,35,5.73779626286828,Pass,6,0.2622037371317205
13,01/01/2022,20,186,3.598618683284143,Pass,6,2.401381316715857
1,01/01/2024,20,294,1.486937667817923,Warn,6,4.513062332182077
12,01/01/2023,20,76,2.8847946926038865,Pass,6,3.115205307396113
37,01/01/2020,20,249,5.628727414704853,Pass,6,0.3712725852951468
11,01/01/2025,20,199,0.9207194487181978,Fail,6,5.079280551281802
27,01/01/2020,20,152,5.799066083823208,Pass,6,0.2009339161767922
6,01/01/2024,20,249,1.3352387101355907,Warn,6,4.664761289864409
43,01/01/2025,20,191,0.8019371377112794,Fail,6,5.198062862288721
7,01/01/2024,20,358,1.401515237590054,Warn,6,4.598484762409946
15,01/01/2021,20,72,4.955247568703637,Pass,6,1.044752431296363
15,01/01/2023,20,78,2.2935114479420164,Warn,6,3.706488552057984
45,01/01/2023,20,204,2.6260033965986977,Pass,6,3.3739966034013023
35,01/01/2025,20,91,0.2843243593090774,Fail,6,5.715675640690923
29,01/01/2024,20,17,1.72488421171255,Warn,6,4.27511578828745
41,01/01/2020,20,359,5.305998896617135,Pass,6,0.694001103382865
21,01/01/2021,20,104,4.065726204664365,Pass,6,1.9342737953356348
24,01/01/2022,20,230,3.656637417994282,Pass,6,2.3433625820057173
30,01/01/2022,20,135,3.760992977445774,Pass,6,2.239007022554226
48,01/01/2025,20,178,0.7537440917651868,Fail,6,5.246255908234813
2,01/01/2025,20,314,0.4047933023025845,Fail,6,5.595206697697416
36,01/01/2023,20,307,2.5624037308742844,Pass,6,3.437596269125716
21,01/01/2024,20,303,1.5952361636007453,Warn,6,4.404763836399255
4,01/01/2022,20,244,3.1455177416192104,Pass,6,2.8544822583807896
29,01/01/2022,20,279,3.7014755061996834,Pass,6,2.2985244938003166
30,01/01/2021,20,168,4.132855959209291,Pass,6,1.8671440407907087
0,01/01/2021,20,205,4.711216732878905,Pass,6,1.2887832671210946
25,01/01/2021,20,104,4.422693339728445,Pass,6,1.5773066602715549
31,01/01/2023,20,97,2.049924695849951,Warn,6,3.950075304150049
38,01/01/2022,20,118,3.76003384521732,Pass,6,2.23996615478268
1,01/01/2024,20,142,1.0647646710140188,Warn,6,4.935235328985981
45,01/01/2021,20,271,4.707080177535422,Pass,6,1.2929198224645777
35,01/01/2023,20,261,2.0095220019067064,Warn,6,3.9904779980932936
20,01/01/2025,20,212,0.1105484193393309,Fail,6,5.889451580660669
21,01/01/2021,20,273,4.609694574019016,Pass,6,1.3903054259809844
43,01/01/2024,20,263,1.2927668305841085,Warn,6,4.707233169415892
6,01/01/2023,20,142,2.351154500451388,Warn,6,3.648845499548612
25,01/01/2020,20,72,5.72079530238188,Pass,6,0.2792046976181197
0,01/01/2024,20,337,1.012511031326475,Warn,6,4.987488968673525
36,01/01/2023,20,158,2.0181708170697643,Warn,6,3.981829182930236
9,01/01/2021,20,95,4.652987280157828,Pass,6,1.347012719842172
5,01/01/2023,20,247,2.092364563034403,Warn,6,3.907635436965597
7,01/01/2021,20,346,4.462524174682337,Pass,6,1.5374758253176628
2,01/01/2023,20,112,2.2987089929227915,Warn,6,3.701291007077209
12,01/01/2025,20,198,0.5633129145064686,Fail,6,5.436687085493531
44,01/01/2024,20,302,1.5872712246569902,Warn,6,4.41272877534301
5,01/01/2025,20,238,0.0127408985057968,Fail,6,5.987259101494203
26,01/01/2020,20,182,5.215797442801275,Pass,6,0.784202557198725
