Length,Date,Diameter,Degree,Thickness,Criteria,Original Thickness,Thickness_Difference,Year
0.6122448979591836,2020-01-01,20,0.3676880222841225,0.9405223045231468,Pass,0.0,0.0594776954768531,2020
0.7551020408163265,2022-01-01,20,0.5515320334261838,0.5717138902564143,Pass,0.0,0.4282861097435858,2022
0.8163265306122448,2020-01-01,20,0.1532033426183844,0.8656820869291433,Pass,0.0,0.1343179130708567,2020
0.9183673469387754,2024-01-01,20,0.8105849582172702,0.2814870053078831,Warn,0.0,0.7185129946921168,2024
0.979591836734694,2022-01-01,20,0.9192200557103064,0.6311684545034827,Pass,0.0,0.3688315454965173,2022
0.3061224489795918,2020-01-01,20,0.9275766016713092,0.9401887929583744,Pass,0.0,0.0598112070416254,2020
0.2040816326530612,2023-01-01,20,0.9944289693593314,0.4175583367731347,Pass,0.0,0.5824416632268653,2023
0.2448979591836734,2020-01-01,20,0.7827298050139275,0.9686687600173448,Pass,0.0,0.031331239982655,2020
0.5510204081632653,2024-01-01,20,0.4596100278551532,0.2097481091445639,Warn,0.0,0.7902518908554361,2024
0.4081632653061224,2021-01-01,20,0.4233983286908078,0.7319174243618191,Pass,0.0,0.2680825756381809,2021
0.3673469387755101,2020-01-01,20,0.5905292479108635,0.8913509758173421,Pass,0.0,0.1086490241826579,2020
0.1224489795918367,2024-01-01,20,0.5766016713091922,0.2139522488157835,Warn,0.0,0.7860477511842165,2024
0.7142857142857142,2022-01-01,20,0.6963788300835655,0.6112159347494746,Pass,0.0,0.3887840652505254,2022
0.3061224489795918,2025-01-01,20,0.3147632311977716,0.0995257346932878,Fail,0.0,0.9004742653067122,2025
0.2448979591836734,2020-01-01,20,0.9721448467966574,0.9172919572280618,Pass,0.0,0.0827080427719382,2020
0.8775510204081632,2022-01-01,20,0.1142061281337047,0.5587815998731224,Pass,0.0,0.4412184001268776,2022
0.8979591836734693,2025-01-01,20,0.0167130919220055,0.1167270858256856,Fail,0.0,0.8832729141743144,2025
0.673469387755102,2024-01-01,20,0.4735376044568245,0.2078361135214772,Warn,0.0,0.7921638864785228,2024
0.9387755102040816,2021-01-01,20,0.3426183844011142,0.7435899827918719,Pass,0.0,0.2564100172081281,2021
0.0612244897959183,2021-01-01,20,0.5292479108635098,0.7886414739190932,Pass,0.0,0.2113585260809068,2021
0.183673469387755,2024-01-01,20,0.8189415041782729,0.2373707397573118,Warn,0.0,0.7626292602426882,2024
0.9183673469387754,2020-01-01,20,0.2562674094707521,0.887224081826718,Pass,0.0,0.112775918173282,2020
0.1632653061224489,2024-01-01,20,0.5682451253481894,0.2279106963515009,Warn,0.0,0.7720893036484991,2024
1.0,2023-01-01,20,0.426183844011142,0.4104651105850522,Warn,0.0,0.5895348894149477,2023
0.7551020408163265,2023-01-01,20,0.1476323119777158,0.4068548241420856,Warn,0.0,0.5931451758579144,2023
0.2653061224489795,2023-01-01,20,0.2172701949860724,0.3811251322936551,Warn,0.0,0.6188748677063449,2023
0.0612244897959183,2022-01-01,20,0.1420612813370473,0.588967881845039,Pass,0.0,0.411032118154961,2022
0.836734693877551,2025-01-01,20,0.0501392757660167,0.0572948027438121,Fail,0.0,0.942705197256188,2025
0.0816326530612244,2022-01-01,20,0.0501392757660167,0.6478677078748523,Pass,0.0,0.3521322921251477,2022
0.8775510204081632,2025-01-01,20,0.2534818941504178,0.1566996073347469,Fail,0.0,0.8433003926652531,2025
0.0408163265306122,2020-01-01,20,0.2256267409470752,0.8471494400317237,Pass,0.0,0.1528505599682763,2020
0.3877551020408163,2024-01-01,20,0.4818941504178273,0.3016328352857308,Warn,0.0,0.6983671647142691,2024
0.5510204081632653,2024-01-01,20,0.1504178272980501,0.1783340370448447,Warn,0.0,0.8216659629551553,2024
0.7142857142857142,2024-01-01,20,0.8885793871866295,0.2472519222359712,Warn,0.0,0.7527480777640287,2024
0.9591836734693876,2021-01-01,20,0.98050139275766,0.668135361954228,Pass,0.0,0.331864638045772,2021
0.0408163265306122,2020-01-01,20,0.871866295264624,0.9369140905931476,Pass,0.0,0.0630859094068523,2020
0.9591836734693876,2021-01-01,20,0.426183844011142,0.7876248904950077,Pass,0.0,0.2123751095049922,2021
0.6938775510204082,2021-01-01,20,0.3649025069637883,0.8094140895742867,Pass,0.0,0.1905859104257132,2021
0.9387755102040816,2020-01-01,20,0.1782729805013927,0.943940098482996,Pass,0.0,0.0560599015170039,2020
0.4285714285714285,2021-01-01,20,0.1727019498607242,0.8149287341177565,Pass,0.0,0.1850712658822435,2021
0.1428571428571428,2025-01-01,20,0.2479108635097493,0.0783981954660443,Fail,0.0,0.9216018045339556,2025
0.5510204081632653,2020-01-01,20,0.7688022284122563,0.8571873952219041,Pass,0.0,0.1428126047780959,2020
0.5918367346938775,2020-01-01,20,0.3816155988857939,0.870590294057127,Pass,0.0,0.1294097059428731,2020
0.0816326530612244,2024-01-01,20,0.1894150417827298,0.2784347161407678,Warn,0.0,0.7215652838592321,2024
0.7346938775510203,2020-01-01,20,0.064066852367688,0.9083367101974532,Pass,0.0,0.0916632898025467,2020
0.2244897959183673,2022-01-01,20,0.6713091922005571,0.6197343466686632,Pass,0.0,0.3802656533313367,2022
0.4285714285714285,2022-01-01,20,0.9331476323119776,0.6444360225945135,Pass,0.0,0.3555639774054864,2022
0.5714285714285714,2023-01-01,20,0.3844011142061281,0.4618789762284174,Pass,0.0,0.5381210237715826,2023
0.5714285714285714,2022-01-01,20,0.1448467966573816,0.5336625093506651,Pass,0.0,0.4663374906493349,2022
0.0408163265306122,2022-01-01,20,0.8022284122562674,0.5507481213511962,Pass,0.0,0.4492518786488038,2022
0.183673469387755,2022-01-01,20,0.1949860724233983,0.5461103389415404,Pass,0.0,0.4538896610584596,2022
0.1632653061224489,2020-01-01,20,0.3816155988857939,0.9368068140240604,Pass,0.0,0.0631931859759397,2020
0.8163265306122448,2022-01-01,20,0.9387186629526464,0.5077633872273206,Pass,0.0,0.4922366127726793,2022
0.0612244897959183,2023-01-01,20,0.9164345403899722,0.3869680000690443,Warn,0.0,0.6130319999309556,2023
0.2040816326530612,2023-01-01,20,0.7910863509749304,0.4272406189649906,Pass,0.0,0.5727593810350093,2023
0.979591836734694,2025-01-01,20,0.2367688022284122,0.1502029714133523,Fail,0.0,0.8497970285866477,2025
0.6938775510204082,2024-01-01,20,0.0668523676880222,0.276439375825119,Warn,0.0,0.7235606241748809,2024
0.6326530612244897,2023-01-01,20,0.298050139275766,0.403569854266575,Warn,0.0,0.596430145733425,2023
0.836734693877551,2023-01-01,20,0.0473537604456824,0.4253657667565756,Pass,0.0,0.5746342332434244,2023
0.1428571428571428,2020-01-01,20,0.4596100278551532,0.9053233995374445,Pass,0.0,0.0946766004625555,2020
0.2653061224489795,2021-01-01,20,0.4428969359331476,0.790288178075174,Pass,0.0,0.2097118219248259,2021
0.5510204081632653,2022-01-01,20,0.3481894150417827,0.6641479472622254,Pass,0.0,0.3358520527377747,2022
0.8163265306122448,2025-01-01,20,0.4178272980501393,0.0767087520199762,Fail,0.0,0.9232912479800238,2025
0.2857142857142857,2023-01-01,20,0.7214484679665738,0.3877955915402228,Warn,0.0,0.6122044084597772,2023
0.4489795918367346,2023-01-01,20,0.5153203342618384,0.3952694983118862,Warn,0.0,0.6047305016881137,2023
0.7959183673469387,2024-01-01,20,0.3844011142061281,0.1800498806397173,Warn,0.0,0.8199501193602826,2024
0.4285714285714285,2024-01-01,20,0.8746518105849582,0.2620379337039521,Warn,0.0,0.7379620662960479,2024
0.1224489795918367,2024-01-01,20,0.2172701949860724,0.199864559953674,Warn,0.0,0.800135440046326,2024
0.4489795918367346,2024-01-01,20,0.1894150417827298,0.2256300745608266,Warn,0.0,0.7743699254391734,2024
0.1020408163265306,2020-01-01,20,0.6908077994428969,0.9235497807303056,Pass,0.0,0.0764502192696942,2020
0.5102040816326531,2020-01-01,20,0.1114206128133704,0.8645308786006085,Pass,0.0,0.1354691213993915,2020
0.6122448979591836,2020-01-01,20,0.6713091922005571,0.9540015514267184,Pass,0.0,0.0459984485732817,2020
0.2653061224489795,2020-01-01,20,0.3927576601671309,0.8499993669197243,Pass,0.0,0.1500006330802756,2020
0.3673469387755101,2023-01-01,20,0.8774373259052924,0.3444980401045939,Warn,0.0,0.655501959895406,2023
0.2653061224489795,2022-01-01,20,0.3565459610027855,0.5267298365737012,Pass,0.0,0.4732701634262988,2022
0.8571428571428571,2020-01-01,20,0.3426183844011142,0.921831448394148,Pass,0.0,0.0781685516058521,2020
0.3265306122448979,2022-01-01,20,0.8189415041782729,0.5753193945251557,Pass,0.0,0.4246806054748442,2022
0.7551020408163265,2021-01-01,20,0.4623955431754875,0.8064427948004302,Pass,0.0,0.1935572051995697,2021
0.4693877551020408,2022-01-01,20,0.0919220055710306,0.5272068100125187,Pass,0.0,0.4727931899874812,2022
0.8163265306122448,2025-01-01,20,0.871866295264624,0.1191143876520388,Fail,0.0,0.8808856123479611,2025
0.6938775510204082,2022-01-01,20,0.596100278551532,0.587779798289931,Pass,0.0,0.412220201710069,2022
0.4285714285714285,2024-01-01,20,0.9972144846796658,0.2947225734362882,Warn,0.0,0.7052774265637117,2024
0.6530612244897959,2022-01-01,20,0.8440111420612814,0.5724177338968327,Pass,0.0,0.4275822661031672,2022
0.0612244897959183,2024-01-01,20,0.1225626740947075,0.2348236943697334,Warn,0.0,0.7651763056302666,2024
0.7142857142857142,2023-01-01,20,0.1058495821727019,0.4795491010469456,Pass,0.0,0.5204508989530544,2023
0.5102040816326531,2025-01-01,20,0.2701949860724234,0.0409776686674555,Fail,0.0,0.9590223313325446,2025
0.9591836734693876,2025-01-01,20,0.0306406685236768,0.0581820790213383,Fail,0.0,0.9418179209786616,2025
0.5306122448979591,2022-01-01,20,0.3481894150417827,0.5973727933421271,Pass,0.0,0.4026272066578729,2022
0.7551020408163265,2022-01-01,20,0.8635097493036211,0.6007735926098904,Pass,0.0,0.3992264073901096,2022
0.4693877551020408,2022-01-01,20,0.6434540389972145,0.5937141527567537,Pass,0.0,0.4062858472432463,2022
0.836734693877551,2025-01-01,20,0.2172701949860724,0.0313322947259209,Fail,0.0,0.9686677052740792,2025
0.0408163265306122,2022-01-01,20,0.0417827298050139,0.5637796467857547,Pass,0.0,0.4362203532142453,2022
0.9387755102040816,2020-01-01,20,0.3203342618384401,0.9893146239272708,Pass,0.0,0.0106853760727293,2020
0.3061224489795918,2021-01-01,20,0.5292479108635098,0.8289438285149917,Pass,0.0,0.1710561714850082,2021
0.2448979591836734,2024-01-01,20,0.2757660167130919,0.2592448950664234,Warn,0.0,0.7407551049335767,2024
0.3265306122448979,2023-01-01,20,0.6657381615598886,0.470535414280309,Pass,0.0,0.5294645857196909,2023
0.3265306122448979,2024-01-01,20,0.6462395543175488,0.2147770022255573,Warn,0.0,0.7852229977744427,2024
0.7346938775510203,2022-01-01,20,0.0027855153203342,0.592301921715024,Pass,0.0,0.4076980782849759,2022
0.5714285714285714,2023-01-01,20,0.5153203342618384,0.4504951652535808,Pass,0.0,0.5495048347464192,2023
1.0,2025-01-01,20,0.3565459610027855,0.0120273802260916,Fail,0.0,0.9879726197739084,2025
0.0816326530612244,2025-01-01,20,0.958217270194986,0.0909127847234355,Fail,0.0,0.9090872152765646,2025
0.183673469387755,2022-01-01,20,0.5487465181058496,0.5654983515325611,Pass,0.0,0.4345016484674389,2022
0.4693877551020408,2021-01-01,20,0.8969359331476323,0.679509515247767,Pass,0.0,0.3204904847522329,2021
0.9591836734693876,2020-01-01,20,0.2729805013927576,0.8896390377311235,Pass,0.0,0.1103609622688765,2020
0.4081632653061224,2021-01-01,20,0.8467966573816156,0.7351098280052418,Pass,0.0,0.2648901719947581,2021
0.6938775510204082,2023-01-01,20,0.6267409470752089,0.3544554156314967,Warn,0.0,0.6455445843685033,2023
0.7346938775510203,2022-01-01,20,0.5543175487465181,0.5077160892066314,Pass,0.0,0.4922839107933686,2022
0.3673469387755101,2020-01-01,20,0.2395543175487465,0.9891501374934516,Pass,0.0,0.0108498625065484,2020
0.8571428571428571,2022-01-01,20,0.532033426183844,0.5124734510309054,Pass,0.0,0.4875265489690946,2022
0.2448979591836734,2023-01-01,20,0.4846796657381615,0.3432994110194218,Warn,0.0,0.6567005889805783,2023
0.7142857142857142,2025-01-01,20,0.4011142061281337,0.0164766918423836,Fail,0.0,0.9835233081576163,2025
0.183673469387755,2023-01-01,20,0.7242339832869081,0.4966713400203348,Pass,0.0,0.5033286599796652,2023
0.8775510204081632,2020-01-01,20,0.2089136490250696,0.9159134061151536,Pass,0.0,0.0840865938848465,2020
0.4081632653061224,2021-01-01,20,0.7047353760445683,0.787513305263574,Pass,0.0,0.2124866947364261,2021
0.3877551020408163,2024-01-01,20,0.807799442896936,0.2776795899838825,Warn,0.0,0.7223204100161175,2024
0.2244897959183673,2022-01-01,20,0.4011142061281337,0.6569047209465936,Pass,0.0,0.3430952790534064,2022
0.2448979591836734,2022-01-01,20,0.2367688022284122,0.6433795886988299,Pass,0.0,0.35662041130117,2022
0.1428571428571428,2024-01-01,20,0.0696378830083565,0.2513347040075568,Warn,0.0,0.7486652959924431,2024
0.3265306122448979,2020-01-01,20,0.6323119777158774,0.982049634480334,Pass,0.0,0.017950365519666,2020
0.7551020408163265,2023-01-01,20,0.9052924791086352,0.3802896397185455,Warn,0.0,0.6197103602814544,2023
0.0408163265306122,2023-01-01,20,0.9693593314763232,0.3366496767187575,Warn,0.0,0.6633503232812425,2023
0.2244897959183673,2023-01-01,20,0.2562674094707521,0.4439932844611828,Pass,0.0,0.5560067155388172,2023
0.5714285714285714,2023-01-01,20,0.8607242339832869,0.472421138204729,Pass,0.0,0.5275788617952709,2023
0.4693877551020408,2022-01-01,20,0.1671309192200557,0.5199303319256233,Pass,0.0,0.4800696680743767,2022
0.1224489795918367,2022-01-01,20,0.1782729805013927,0.5665654238752058,Pass,0.0,0.4334345761247942,2022
0.3877551020408163,2025-01-01,20,0.0473537604456824,0.0984192404938845,Fail,0.0,0.9015807595061154,2025
0.5306122448979591,2023-01-01,20,0.2701949860724234,0.3769988381973023,Warn,0.0,0.6230011618026977,2023
0.9387755102040816,2023-01-01,20,0.5905292479108635,0.3389911086655051,Warn,0.0,0.6610088913344949,2023
0.836734693877551,2023-01-01,20,0.3231197771587744,0.4712802467950276,Pass,0.0,0.5287197532049723,2023
0.1224489795918367,2020-01-01,20,0.5236768802228412,0.9890761220904424,Pass,0.0,0.0109238779095577,2020
0.9183673469387754,2020-01-01,20,0.7465181058495822,0.8583872659186861,Pass,0.0,0.141612734081314,2020
0.3877551020408163,2025-01-01,20,0.7632311977715878,0.0996062110407205,Fail,0.0,0.9003937889592795,2025
0.5102040816326531,2024-01-01,20,0.1448467966573816,0.3255924291618147,Warn,0.0,0.6744075708381854,2024
0.5510204081632653,2025-01-01,20,0.8690807799442897,0.135932533671734,Fail,0.0,0.864067466328266,2025
0.2244897959183673,2021-01-01,20,0.8440111420612814,0.7738710988425206,Pass,0.0,0.2261289011574794,2021
0.2653061224489795,2020-01-01,20,0.2172701949860724,0.8812126621126984,Pass,0.0,0.1187873378873016,2020
0.5306122448979591,2020-01-01,20,0.0278551532033426,0.8755490458525009,Pass,0.0,0.1244509541474991,2020
0.4693877551020408,2020-01-01,20,0.958217270194986,0.8415720276339794,Pass,0.0,0.1584279723660206,2020
0.8571428571428571,2025-01-01,20,0.841225626740947,0.1572682545204813,Fail,0.0,0.8427317454795187,2025
0.2653061224489795,2023-01-01,20,0.6601671309192201,0.4135379283279382,Warn,0.0,0.5864620716720618,2023
0.4489795918367346,2021-01-01,20,0.1866295264623955,0.7815137124667654,Pass,0.0,0.2184862875332347,2021
0.4693877551020408,2020-01-01,20,0.2506963788300835,0.9685454704840462,Pass,0.0,0.0314545295159538,2020
0.4081632653061224,2024-01-01,20,0.1337047353760445,0.297560169367044,Warn,0.0,0.7024398306329559,2024
0.0,2023-01-01,20,0.596100278551532,0.4189408346837326,Pass,0.0,0.5810591653162673,2023
0.7346938775510203,2024-01-01,20,0.6434540389972145,0.3279536903333105,Warn,0.0,0.6720463096666894,2024
0.1632653061224489,2020-01-01,20,0.5376044568245125,0.9159944164160864,Pass,0.0,0.0840055835839135,2020
0.0204081632653061,2023-01-01,20,0.4317548746518105,0.396772452316248,Warn,0.0,0.603227547683752,2023
0.4489795918367346,2025-01-01,20,0.8495821727019499,0.0373483547920861,Fail,0.0,0.9626516452079138,2025
0.5306122448979591,2021-01-01,20,0.6824512534818942,0.6915683113458849,Pass,0.0,0.3084316886541151,2021
0.7346938775510203,2022-01-01,20,0.2534818941504178,0.5664455187366969,Pass,0.0,0.4335544812633031,2022
0.673469387755102,2025-01-01,20,0.6072423398328691,0.1429108639887581,Fail,0.0,0.8570891360112419,2025
0.8775510204081632,2020-01-01,20,0.7910863509749304,0.9660986628481872,Pass,0.0,0.0339013371518128,2020
0.3469387755102041,2024-01-01,20,0.8440111420612814,0.2952024558943703,Warn,0.0,0.7047975441056298,2024
0.3265306122448979,2025-01-01,20,0.9860724233983288,0.0040279387565684,Fail,0.0,0.9959720612434316,2025
0.5102040816326531,2020-01-01,20,0.8551532033426184,0.844474446461909,Pass,0.0,0.1555255535380911,2020
0.5306122448979591,2020-01-01,20,0.596100278551532,0.848341759820055,Pass,0.0,0.1516582401799449,2020
0.5306122448979591,2021-01-01,20,0.5933147632311978,0.6809898757067632,Pass,0.0,0.3190101242932368,2021
1.0,2025-01-01,20,0.0612813370473537,0.0524038797396568,Fail,0.0,0.9475961202603432,2025
0.8979591836734693,2025-01-01,20,0.011142061281337,0.0632078607303439,Fail,0.0,0.936792139269656,2025
0.0204081632653061,2024-01-01,20,0.6573816155988857,0.2559313210598733,Warn,0.0,0.7440686789401267,2024
0.979591836734694,2022-01-01,20,0.245125348189415,0.5511107596932259,Pass,0.0,0.4488892403067741,2022
1.0,2021-01-01,20,0.6908077994428969,0.6998167493014277,Pass,0.0,0.3001832506985724,2021
0.6122448979591836,2020-01-01,20,0.8662952646239555,0.9140655304901092,Pass,0.0,0.0859344695098906,2020
0.8571428571428571,2023-01-01,20,0.4484679665738161,0.4914570728204513,Pass,0.0,0.5085429271795486,2023
0.9387755102040816,2025-01-01,20,0.2116991643454039,0.1540538274839225,Fail,0.0,0.8459461725160774,2025
0.183673469387755,2023-01-01,20,0.011142061281337,0.4929396307683912,Pass,0.0,0.5070603692316088,2023
0.4081632653061224,2022-01-01,20,0.6573816155988857,0.6174024396376767,Pass,0.0,0.3825975603623232,2022
0.1632653061224489,2021-01-01,20,0.6100278551532033,0.7625479940294588,Pass,0.0,0.2374520059705412,2021
0.0,2023-01-01,20,0.1643454038997214,0.4718933452915993,Pass,0.0,0.5281066547084007,2023
0.3469387755102041,2024-01-01,20,0.0306406685236768,0.3106071987552858,Warn,0.0,0.6893928012447141,2024
0.4081632653061224,2025-01-01,20,0.4011142061281337,0.0721845265829354,Fail,0.0,0.9278154734170644,2025
0.0204081632653061,2023-01-01,20,0.0668523676880222,0.3571259111215517,Warn,0.0,0.6428740888784483,2023
0.4897959183673469,2023-01-01,20,0.4763231197771588,0.3615625811278283,Warn,0.0,0.6384374188721716,2023
0.2857142857142857,2025-01-01,20,0.4735376044568245,0.1015394499874012,Fail,0.0,0.8984605500125987,2025
0.7755102040816326,2020-01-01,20,0.2869080779944289,0.8630890019422209,Pass,0.0,0.1369109980577791,2020
0.0816326530612244,2024-01-01,20,0.913649025069638,0.2997968571160313,Warn,0.0,0.7002031428839687,2024
0.0408163265306122,2025-01-01,20,0.0194986072423398,0.0636122796269189,Fail,0.0,0.936387720373081,2025
0.5102040816326531,2025-01-01,20,0.0501392757660167,0.062996031845746,Fail,0.0,0.937003968154254,2025
0.6122448979591836,2024-01-01,20,0.1782729805013927,0.2861410679165999,Warn,0.0,0.7138589320834001,2024
0.5102040816326531,2025-01-01,20,0.0,0.1344660788177477,Fail,0.0,0.8655339211822524,2025
0.0612244897959183,2021-01-01,20,0.9415041782729804,0.7565482309700972,Pass,0.0,0.2434517690299029,2021
0.7959183673469387,2024-01-01,20,0.1754874651810584,0.3113997410426287,Warn,0.0,0.6886002589573712,2024
0.3061224489795918,2023-01-01,20,0.5097493036211699,0.4458122326456659,Pass,0.0,0.5541877673543341,2023
0.183673469387755,2021-01-01,20,0.7827298050139275,0.7158178023940381,Pass,0.0,0.2841821976059619,2021
0.1428571428571428,2025-01-01,20,0.596100278551532,0.0566158837196541,Fail,0.0,0.943384116280346,2025
0.5918367346938775,2020-01-01,20,0.9749303621169916,0.8823156666107016,Pass,0.0,0.1176843333892984,2020
0.8979591836734693,2023-01-01,20,0.596100278551532,0.4798779923491886,Pass,0.0,0.5201220076508114,2023
0.979591836734694,2021-01-01,20,0.1727019498607242,0.7650663857887434,Pass,0.0,0.2349336142112565,2021
0.2040816326530612,2025-01-01,20,0.9498607242339832,0.0448407466203107,Fail,0.0,0.9551592533796892,2025
0.2448979591836734,2020-01-01,20,0.181058495821727,0.9943342169846604,Pass,0.0,0.0056657830153395,2020
0.9387755102040816,2024-01-01,20,0.8217270194986073,0.2257138484345658,Warn,0.0,0.7742861515654341,2024
0.1632653061224489,2023-01-01,20,0.4540389972144847,0.3958725530340313,Warn,0.0,0.6041274469659687,2023
0.4489795918367346,2024-01-01,20,0.6323119777158774,0.1815088161721783,Warn,0.0,0.8184911838278217,2024
0.1020408163265306,2023-01-01,20,0.6935933147632312,0.4430725306228484,Pass,0.0,0.5569274693771517,2023
0.5102040816326531,2020-01-01,20,0.5905292479108635,0.8792207804124316,Pass,0.0,0.1207792195875684,2020
0.5714285714285714,2021-01-01,20,0.0027855153203342,0.668593565049648,Pass,0.0,0.331406434950352,2021
0.6938775510204082,2025-01-01,20,0.2311977715877437,0.0267951024733562,Fail,0.0,0.9732048975266436,2025
0.3265306122448979,2023-01-01,20,0.9860724233983288,0.3374196253025973,Warn,0.0,0.6625803746974027,2023
0.183673469387755,2022-01-01,20,0.4930362116991643,0.6291347160574722,Pass,0.0,0.3708652839425278,2022
0.4489795918367346,2021-01-01,20,0.8857938718662952,0.7967699508653251,Pass,0.0,0.2032300491346749,2021
0.1020408163265306,2022-01-01,20,0.9220055710306406,0.6150055134078505,Pass,0.0,0.3849944865921495,2022
0.5102040816326531,2020-01-01,20,0.7910863509749304,0.9849177549574027,Pass,0.0,0.0150822450425971,2020
0.673469387755102,2023-01-01,20,0.0612813370473537,0.471399136588963,Pass,0.0,0.5286008634110371,2023
0.6530612244897959,2024-01-01,20,0.1532033426183844,0.2513801432331929,Warn,0.0,0.7486198567668071,2024
0.8163265306122448,2024-01-01,20,0.6267409470752089,0.2773340402100993,Warn,0.0,0.7226659597899007,2024
0.7142857142857142,2024-01-01,20,0.4484679665738161,0.2044944093127283,Warn,0.0,0.7955055906872718,2024
0.6326530612244897,2021-01-01,20,0.6740947075208914,0.6723186142090246,Pass,0.0,0.3276813857909754,2021
0.4285714285714285,2021-01-01,20,0.7465181058495822,0.6979875659221606,Pass,0.0,0.3020124340778394,2021
0.2653061224489795,2020-01-01,20,0.4317548746518105,0.9077732380825556,Pass,0.0,0.0922267619174442,2020
0.9387755102040816,2022-01-01,20,0.6267409470752089,0.5043615719507816,Pass,0.0,0.4956384280492185,2022
0.7755102040816326,2024-01-01,20,0.8579387186629527,0.2693760037729202,Warn,0.0,0.7306239962270797,2024
0.4285714285714285,2022-01-01,20,0.9944289693593314,0.5884588809991599,Pass,0.0,0.41154111900084,2022
0.7551020408163265,2021-01-01,20,0.8913649025069638,0.8212343843785639,Pass,0.0,0.1787656156214361,2021
0.4489795918367346,2024-01-01,20,0.1197771587743732,0.2696509792223175,Warn,0.0,0.7303490207776825,2024
0.6530612244897959,2020-01-01,20,0.4011142061281337,0.9954271719606832,Pass,0.0,0.0045728280393169,2020
0.673469387755102,2021-01-01,20,0.4958217270194986,0.8188250374635516,Pass,0.0,0.1811749625364483,2021
